province;red;green;blue;name;x
880;109;50;165;Kadmal;x
881;109;50;155;Sinak;x
882;109;50;145;Kumuuk;x
883;109;50;135;Izmiltep;x
884;109;50;125;Kamum;x
885;109;50;115;Akrum;x
886;109;50;105;Samahya;x
887;109;50;95;Mahala;x
888;109;50;85;Chadahan;x
889;109;50;75;Askarimir;x
890;109;50;65;Samon;x
891;109;50;55;Burfez;x
892;109;50;45;Banglasin;x
893;109;50;35;Chiangmai;x
894;109;50;25;Vanseri;x
895;109;50;15;Ofusu;x
896;109;50;5;Korsus;x
897;249;0;125;Izmursa;x
898;249;10;125;Bingursa;x
899;249;20;125;Karum;x
900;249;30;125;Boluya;x
901;249;40;125;Kiraman;x
902;249;50;125;Shansin;x
903;249;60;125;Burvas;x
904;249;70;125;Karfa;x
905;249;80;125;Mahawat;x
906;249;90;125;Takuathaburi;x
907;249;100;125;Batozan;x
908;249;110;125;Sivabakir;x
909;249;120;125;Golig;x
910;249;130;125;Tekirzan;x
911;249;140;125;Kayara;x
912;249;150;125;Lampang;x
913;249;160;125;Burising;x
914;249;170;125;Khonkhoi;x
915;249;180;125;Chianglam;x
916;249;190;125;Aksana;x
917;249;200;125;Antara;x
918;249;210;125;Nanpong;x
919;249;220;125;Puchang;x
920;249;230;125;Thanyarachan;x
921;249;240;125;Afyfa;x
922;249;250;125;Diyakale;x
923;249;255;125;Lang Thong;x
924;249;245;125;Kaur;x
925;249;235;125;Tarshehir;x
926;249;225;125;Diyarum;x
927;249;215;125;Musehir;x
928;249;205;125;Adhisar;x
929;249;195;125;Bursana;x
930;249;185;125;Bolkara;x
931;249;175;125;Vanya;x
932;249;165;125;Ankar;x
933;249;155;125;Sananthaburi;x
934;249;145;125;Erzhir;x
935;249;135;125;Kahmaras;x
936;249;125;125;Kozain;x
937;249;115;125;Mashamir;x
938;249;105;125;Udon Thani;x
939;249;95;125;Balima;x
940;249;85;125;Bolukars;x
941;249;75;125;Battalya;x
942;249;65;125;Marfez;x
943;249;55;125;Manivas;x
944;249;45;125;Jadahar;x
945;249;35;125;Burzmir;x
946;249;25;125;Korica;x
947;249;15;125;Kamori;x
948;249;5;125;Katapur;x
949;249;0;53;Kadagri;x
950;249;10;53;Gazum;x
951;249;20;53;Kahrahir;x
952;249;30;53;Elazrum;x
953;249;40;53;Musorfez;x
954;249;50;53;Behar;x
955;249;60;53;Baram;x
956;249;70;53;Mirpur;x
957;249;80;53;Kanaveh;x
958;249;90;53;Usabul;x
959;249;100;53;Samagri;x
960;249;110;53;Qakhazan;x
961;249;120;53;Izmalya;x
962;249;130;53;Kaaz;x
963;249;140;53;Durmur;x
964;249;150;53;Sharur;x
965;249;160;53;Sabirabad;x
966;249;170;53;Surkh;x
967;249;180;53;Konda;x
968;249;190;53;Mujum;x
969;249;200;53;Muk;x
970;249;210;53;Garibak;x
971;249;220;53;Karakon;x
972;249;230;53;Nurak;x
973;249;240;53;Qul;x
974;249;250;53;Qusar;x
975;249;255;53;Vashab;x
976;249;245;53;Lohur;x
977;249;235;53;Jamadur;x
978;249;225;53;Temamir;x
979;249;215;53;Ormanbod;x
980;249;205;53;Mavikara;x
981;249;195;53;Kayakent;x
982;249;185;53;Mus;x
983;249;175;53;Kashmir;x
984;249;165;53;Bhatanir;x
985;249;155;53;Odhisar;x
986;249;145;53;Istmal;x
987;249;135;53;Balakan;x
988;249;125;53;Handumur;x
989;249;115;53;Lividur;x
990;249;105;53;Jylkurfyk;x
991;249;95;53;Broadwall;x
992;249;70;135;Bukkul;x
993;249;75;53;Jotunn;x
994;249;60;135;Riryu;x
995;249;50;135;Siman;x
996;249;40;135;Karabak;x
997;249;35;53;Skalanorn;x
998;249;30;135;Shuyurru;x
999;249;20;135;Lankaran;x
1000;249;5;53;Haugrheim;x
1001;249;10;135;Edirica;x
1002;249;10;48;Jokull;x
1003;249;20;48;Valdyr;x
1004;249;0;135;Barda;x
1005;249;125;48;Chon Ang;x
1006;249;135;48;Segaji;x
1007;249;60;48;Varadrod;x
1008;249;145;48;Bao Ung;x
1009;249;155;48;Xianyi;x
1010;249;90;48;Moraheim;x
1011;119;220;60;Tulla;x
1012;249;110;48;Ysvollr;x
1013;193;250;223;;x
1014;193;250;224;;x
1015;193;250;225;;x
1016;249;165;48;Skalrheim;x
1017;249;160;48;Fjallunn;x
1018;249;175;48;Skynorn;x
1019;249;235;48;Skalagr;x
1020;249;190;48;Skyskr;x
1021;249;200;48;Isalur;x
1022;249;210;48;Ysgard;x
1023;249;255;48;Brotingard;x
1024;119;190;60;Hua Dung;x
1025;119;180;60;Mae Thong;x
1026;119;170;60;Buarachan;x
1027;119;20;60;Udon Bueng;x
1028;119;30;60;Amnkret;x
1029;119;40;60;Om Nat;x
1030;119;50;60;Bjoulsae River;x
1031;119;60;60;Bjoulsae River;x
1032;119;70;60;Brena River;x
1033;119;80;60;Brena River;x
1034;119;90;60;Brena River;x
1035;119;100;60;Brena River;x
1036;119;110;60;Strid River;x
1037;119;120;60;Strid River;x
1038;119;130;60;Strid River;x
1039;35;1;255;Lake Naga;x
1040;101;111;145;Lake Archein;x
1041;64;112;190;Golishar River;x
1042;119;10;60;Lake Veloth;x
1043;119;0;60;Thir River;x
1044;59;118;250;Thir River;x
1045;64;112;130;Topara River;x
1046;64;112;120;Topara River;x
1047;193;250;222;Topara River;x
1048;119;230;60;Roscrean Coast;x
1049;119;240;60;Sea of Ghosts;x
1050;119;5;60;Cerulean Abyss;x
1051;119;15;60;Padomaic Ocean;x
1052;119;25;60;Serpentine Sea;x
1053;249;115;48;Dread Sea;x
1054;249;105;48;Belport Sea;x
1055;249;95;48;Sea of Quey;x
1056;121;83;81;Lake Sarpa;x
1057;68;127;20;Hew's Bay;x
1058;68;127;30;Coast of Hegate;x
1059;68;127;40;Coast of Diss;x
1060;68;127;50;Silver Channel;x
1061;68;127;60;Elden Coast;x
1062;68;127;70;Coast of Banta;x
1063;68;127;80;Arcantian Coast;x
1064;68;127;90;Coast of Quin Rawl;x
1065;68;127;100;Sea of Souls;x
1066;68;127;110;Gold Coast;x
1067;68;127;120;Shimmering Channel;x
1068;68;127;130;The Strait;x
1069;68;127;140;Coast of Daggerfall;x
1070;68;127;150;Mer Sea;x
1071;68;127;160;Topal Sea;x
1072;68;127;170;Lake Rumare;x
1073;68;127;180;Coast of Skywatch;x
1074;68;127;190;Hunding Bay;x
1075;68;127;200;Haven Sea;x
1076;68;127;210;Pyrrahnic Bay;x
1077;68;127;220;Landrillian Sea;x
1078;68;127;230;Coast of Sunhold;x
1079;68;127;240;Pontian Coast;x
1080;68;127;250;Coast of Dwynnen;x
1081;68;127;255;The Chain;x
1082;68;127;245;Coast of Lilmoth;x
1083;59;118;0;Abecean Sea;x
1084;59;118;10;The Divide;x
1085;101;101;135;Sea of Storms;x
1086;59;118;30;Coast of Camlorn;x
1087;59;118;40;Coast of Thorn;x
1088;59;118;50;Cathnoquey Sea;x
1089;59;118;60;Lolthanic Coast;x
1090;59;118;70;Coast of Firewatch;x
1091;59;118;80;Coast of Winterhold;x
1092;59;118;90;Coast of Haafingar;x
1093;59;118;100;Coast of Alinor;x
1094;59;118;110;Tullan Coast;x
1095;59;118;120;Coast of Almalexia;x
1096;59;118;130;Inner Sea;x
1097;59;118;140;Coast of Blacklight;x
1098;59;118;150;Bay of Farrun;x
1099;59;118;160;Thrassian Reef;x
1100;59;118;170;Padomaic Ocean;x
1101;59;118;180;Eastern Islander Ocean;x
1102;59;118;190;Bitter Coast;x
1103;59;118;200;Bay of Hjaalmarch;x
1104;59;118;210;Telvannic Sea;x
1105;59;118;220;Northern Islander Ocean;x
1106;59;118;230;Old Sea;x
1107;59;118;240;Azura's Coast;x
1108;129;120;129;Ersy Bay;x
1109;59;118;255;Summerset Bay;x
1110;59;118;245;King's Coast;x
1111;59;118;235;Niben River;x
1112;1;1;255;Lake Fjalding;x
1113;3;1;255;Lake Masobi;x
1114;5;1;255;Lake Vorys;x
1115;7;1;255;Lake Amaya;x
1116;101;101;210;Ang Hon;x
1117;11;1;255;Lake Alma;x
1118;13;1;255;Lake Arrius;x
1119;15;1;255;Lake Poppad;x
1120;17;1;255;Lake Honrich;x
1121;19;1;255;Lake Geir;x
1122;21;1;255;Lake Honrich;x
1123;23;1;255;Lake Yorgrim;x
1124;25;1;255;Lake Alessia;x
1125;27;1;255;Blessed Water;x
1126;29;1;255;Lake Belharza;x
1127;31;1;255;Lake Hlaalu;x
1128;33;1;255;Lake Canulus;x
1129;119;140;60;Tharong;x
1130;37;1;255;Lake Murken;x
1131;39;1;255;Lake Blackscale;x
1132;41;1;255;Lake Sithis;x
1133;43;1;255;Lake Toad;x
1134;45;1;255;Lake Amaharu;x
1135;47;1;255;Lake Argos;x
1136;49;1;255;Lake Paatru;x
1137;51;1;255;Lake Saxhleel;x
1138;53;1;255;Lake Agaceph;x
1139;68;127;0;Niben Bay;x
1140;68;127;10;Iliac Bay;x
1141;59;1;255;Azra Crater;x
1142;61;1;255;Alik'r Oasis;x
1143;55;1;255;Halcyon Lake;x
1144;57;1;255;Viridian Lake;x
1145;102;61;17;Lake Anu;x
1146;103;62;18;Lake Pado;x
1147;99;0;255;Southern Eltheric Ocean;x
1148;99;10;255;Azurian Sea;x
1149;99;20;255;Sea of Pearls;x
1150;99;30;255;Ravannic Sea;x
1151;99;40;255;The Sundered Sea;x
1152;99;50;255;Sea of Deceit;x
1153;99;60;255;Northern Eltheric Ocean;x
1154;101;101;0;Western Sea of Ghosts;x
1155;101;101;10;Eastern Sea of Ghosts;x
1156;101;101;20;Skalr Coast;x
1157;101;101;30;Frost Coast;x
1158;101;101;40;Western Padomaic Ocean;x
1159;101;101;50;Southern Padomaic Ocean;x
1160;101;101;60;Coast of Ysgard;x
1161;101;101;70;Bay of Isalur;x
1162;101;101;80;Forbidden Coast;x
1163;101;101;140;Sunken Sea;x
1164;101;101;100;Far Sea;x
1165;101;101;110;Gerzalun Sea;x
1166;129;30;214;Jestu Sea;x
1167;171;42;82;Usseri Coast;x
1168;87;102;226;Byron Coast;x
1169;129;105;99;Eddipo Coast;x
1170;127;129;9;Padomaic Ocean;x
1171;9;1;255;Coast of Yneslea;x
1172;101;101;160;Great Akaviri Sea;x
1173;101;101;170;Western Rim;x
1174;101;101;200;Eastern Rim;x
1175;101;101;190;Coast of Cathnoquey;x
1176;101;101;220;Padomaic Ocean;x
1177;101;101;230;Middle Sea;x
1178;101;101;240;Simian Gulf;x
1179;101;101;250;Padomaic Ocean;x
1180;101;101;5;Emerald Coast;x
1181;101;101;15;Eastern Middle Sea;x
1182;101;101;25;Bay of Kamal;x
1183;101;101;35;Raggun Sea;x
1184;64;112;200;Great Padomaic Ocean;x
1185;101;101;55;Simian Sea;x
1186;101;101;65;Dead White Sea;x
1187;101;101;75;Dread Sea;x
1188;101;101;85;Northern Sea of Ghosts;x
1189;101;101;95;Northern Sea of Ghosts;x
1190;101;101;105;Eastern Ever-Frozen Sea;x
1191;101;101;115;Akaviri Passage;x
1192;101;101;125;Northern Sea of Ghosts;x
1193;59;118;20;Eastern Elven Sea;x
1194;101;101;45;Chondahan;x
1195;119;150;60;Khonong;x
1196;111;101;133;Blackrock;x
1197;111;101;143;Lipsand;x
1198;111;101;153;Wendir;x
1199;111;101;163;Lindai;x
1200;111;101;173;Sednar;x
1201;111;101;183;Elran;x
1202;111;101;193;Greyleaf;x
1203;111;101;203;Riverkeep;x
1204;111;101;213;Hearthshield;x
1205;111;101;223;Volkihar;x
1206;64;112;0;Sagoon;x
1207;64;112;10;Bangphai;x
1208;64;112;20;Ang Besar;x
1209;64;112;30;Surinang;x
1210;64;112;40;Pa Kong;x
1211;64;112;50;Phuchang;x
1212;64;112;60;Kalathani;x
1213;64;112;70;Bang Om;x
1214;64;112;80;Kanthum;x
1215;64;112;90;Amnarasak;x
1216;64;112;100;Wangong;x
1217;64;112;110;Lam Kaen;x
1218;119;210;60;Ang Suan;x
1219;119;200;60;Anakar;x
1220;64;112;140;Lake Kazidar;x
1221;64;112;150;Lake Melturvan;x
1222;64;112;160;Lake Shindul;x
1223;64;112;170;Lake Silvan;x
1224;64;112;180;Lake Jadorlig;x
1225;119;160;60;Bang Suan;x
1226;101;101;145;Narasak;x
1227;64;112;210;Lake Thalooda;x
1228;64;112;220;Lake Huasima;x
1229;64;112;230;Lake Ampong;x
1230;64;112;240;Lake Khonmon;x
1231;64;112;250;Lake Gsmisal;x
1232;64;112;5;Lake To Hua Lan;x
1233;64;112;15;Lake Washao;x
1234;64;112;25;Lake Yishao;x
1235;64;112;35;Lake Hongpo;x
1236;64;112;45;Lake Mitsuma;x
1237;64;112;55;Lake Singmo;x
1238;64;112;65;Lake Om Kong;x
1239;64;112;75;Kan So River;x
1240;64;112;85;Kan So River;x
1241;64;112;95;Volwesi Lagoon;x
1242;64;112;105;Pameirra River;x
1243;64;112;115;Meratsies River;x
1244;64;112;125;Meratsies River;x
1245;64;112;135;Meratsies River;x
1246;64;112;145;Meratsies River;x
1247;64;112;155;Lake Voramak;x
1248;64;112;165;Kangala;x
1249;64;112;175;Kansi;x
1250;64;112;185;Ho Yi;x
1251;64;112;195;Huabei;x
1252;64;112;205;Shilung;x
1253;64;112;215;Xi Fa;x
1254;64;112;225;Manggara;x
1255;64;112;235;Yibao;x
1256;64;112;245;Mayat;x
1257;10;11;33;Moni;x
1258;64;112;255;Degali;x
1259;12;123;0;Rahira;x
1260;12;123;10;Singalam;x
1261;12;123;20;Ang Ko;x
1262;12;123;30;Hua Zi;x
1263;12;123;40;Zhizi;x
1264;12;123;50;Pu Bao;x
1265;12;123;60;Indradung;x
1266;12;123;70;Zedaya;x
1267;12;123;80;Taiga;x
1268;12;123;90;Miao Chung;x
1269;12;123;100;Xianhua;x
1270;12;123;110;Baobao;x
1271;12;123;120;Pu Ma;x
1272;12;123;130;Bukpang;x
1273;12;123;140;Voljung;x
1274;12;123;150;Kaliggau;x
1275;12;123;160;Tasikwa;x
1276;12;200;199;Vandor;x
1277;12;210;199;Kore;x
1278;12;220;199;Clothos;x
1279;12;230;199;Thalo;x
1280;12;240;199;Gorne;x
1281;12;250;199;Bleakrock;x
1282;12;255;199;Khenarthi's Roost;x
1283;90;11;33;Olenveld;x
1284;100;11;33;Asil Yelir;x
1285;110;11;33;Arranbu;x
1286;120;11;33;Klithi;x
1287;130;11;33;Kardesh;x
1288;140;11;33;Zamunda;x
1289;150;11;33;Nakan;x
1290;160;11;33;Bahia;x
1291;233;33;0;Shayfan;x
1292;233;33;10;Ceffa;x
1293;14;23;255;Moonpoint River;x
1294;14;23;250;Shieldkeep River;x
1295;14;23;245;Grovekeep River;x
1296;14;23;240;Rockshade River;x
1297;14;23;235;Naga River;x
1298;14;23;230;Naga River;x
1299;14;23;225;Springrove River;x
1300;87;6;76;Wyai;x
1301;114;99;47;Vindovona;x
1302;6;102;175;Dartus;x
1303;48;105;48;Meggedo;x
1304;174;186;52;Rasputia;x
1305;7;189;180;Nacturwal;x
1306;49;192;53;Sachervois;x
1307;91;195;181;Jabiem;x
1308;133;198;54;Bermanchu;x
1309;174;201;182;Teigmins;x
1310;7;204;55;Saendur;x
1311;49;207;183;Ceblint;x
1312;91;210;56;Hofsebland;x
1313;132;0;184;Derwatux;x
1314;174;3;57;Guav;x
1315;7;6;185;Zerhov;x
1316;49;9;58;Aglon;x
1317;91;12;186;Leukaster;x
1318;133;15;59;Ruagr;x
1319;174;18;187;Bremozan;x
1320;7;21;60;Frunini;x
1321;49;24;188;Echwatom;x
1322;91;27;61;Absareg;x
1323;133;30;189;Kerchu;x
1324;174;33;62;Uttarsodes;x
1325;7;36;190;Momo;x
1326;49;39;63;Jurad;x
1327;91;42;191;Oziriv;x
1328;133;45;64;Thomir;x
1329;174;48;192;Huipa;x
1330;7;51;65;Tonberg;x
1331;49;54;193;Peuta;x
1332;91;57;66;Xedova;x
1333;133;60;194;Actmoran;x
1334;174;63;67;Sibuantes;x
1335;7;66;195;Decca;x
1336;49;69;68;Qurom;x
1337;91;72;196;Liwhed;x
1338;133;75;69;Kanuj;x
1339;174;78;197;Robsana;x
1340;7;181;70;Gheintoras;x
1341;49;84;198;Hunnori;x
1342;91;87;71;Fugezun;x
1343;133;90;199;Xaddes;x
1344;174;93;72;Loduga;x
1345;7;96;200;Sarranof;x
1346;91;102;201;Luki;x
1347;87;204;201;Edgon;x
1348;129;207;74;Siuppa;x
1349;171;210;202;Ijuben;x
1350;3;0;75;Cintra;x
1351;45;3;203;Tacahan;x
1352;170;11;33;Zelbepal Sea;x 
1353;129;9;204;Ottol Sea;x
1354;171;12;77;Ottol Sea;x
1355;3;15;205;Immong Gulf;x
1356;45;18;78;Immong Gulf;x
1357;87;21;206;Gang Bay;x
1358;129;24;79;East-Gang Coast;x
1359;171;27;207;West-Gang Coast;x
1360;3;30;80;Loryam Sea;x
1361;45;33;208;Sneak Bay;x
1362;87;36;81;Domiam Gulf;x
1363;129;39;209;Haugr Sound;x
1364;71;133;87;Kuisk;x
1365;3;45;210;Ante Castel;x
1366;45;48;83;Rubisol;x
1367;87;51;211;Irroza;x
1368;129;54;84;Colube;x
1369;171;57;212;Aftir;x
1370;3;60;85;Fudden;x
1371;45;63;213;Jisna;x
1372;87;66;86;Leqube;x
1373;129;69;214;Ibvoc;x
1374;171;72;87;Cungebes;x
1375;3;75;215;Rupdala;x
1376;45;78;88;Eskotan;x
1377;87;81;216;Ruzag;x
1378;129;84;89;Demdinu;x
1379;171;87;217;Ponvula;x
1380;3;90;90;Kayor;x
1381;45;93;218;Luvien;x
1382;87;96;91;Kimmodar;x
1383;129;99;219;Nanruse;x
1384;171;102;92;Hobzal;x
1385;3;105;220;Saruxo;x
1386;45;108;93;Onimat;x
1387;87;111;221;Belorca;x
1388;129;114;94;Axeland;x
1389;171;117;222;Gersaj;x
1390;3;120;95;Atvuse;x
1391;45;123;223;Uyopa;x
1392;87;126;96;Ufan;x
1393;129;129;224;Boladir;x
1394;171;132;97;Asaria;x
1395;3;113;225;Tael;x
1396;45;138;98;Ralart;x
1397;87;141;226;Kisonne;x
1398;129;144;99;Kahler;x
1399;7;81;70;Salemir;x
1400;130;96;209;Mustaggor;x
1401;172;99;82;Landmars;x
1402;4;102;210;Raliel;x
1403;46;105;83;Runaria;x
1404;88;108;211;Wemot;x
1405;130;111;84;Sonemir;x
1406;172;114;212;Aloremir;x
1407;4;117;85;Qunabhan;x
1408;131;36;4;Esabhan;x
1409;171;147;227;Sisart;x
1410;5;42;5;Udnarc;x
1411;47;45;133;Temomon;x
1412;89;48;6;Baud;x
1413;131;15;134;Alinaud;x
1414;173;14;7;Remada;x
1415;5;57;135;Boronde;x
1416;47;60;8;Abalonne;x
1417;89;63;136;Nisanis;x
1418;131;66;9;Karia;x
1419;173;69;137;Esot;x
1420;5;72;10;Kunonde;x
1421;47;75;138;Sisiel;x
1422;89;78;11;Rihaod;x
1423;131;81;139;Bisart;x
1424;173;84;12;Yepoz;x
1425;5;87;140;Rananis;x
1426;47;90;13;Adatugel;x
1427;89;93;141;Ezbidon;x
1428;131;96;14;Tayahan;x
1429;173;99;142;Vupra;x
1430;5;102;15;Eroneran;x
1431;47;105;143;Remasin;x
1432;89;108;16;Kanory;x
1433;131;111;144;Evareran;x
1434;173;114;17;Diel;x
1435;5;117;145;Datudur;x
1436;1;24;190;Egalaria;x
1437;89;123;146;Baxita;x
1438;47;198;73;Wirika;x
1439;7;181;147;Razna;x
1440;5;132;20;Quarm;x
1441;1;9;60;Kulory;x
1442;89;138;21;Nenard;x
1443;131;141;149;Nudur;x
1444;173;144;22;Lijita;x
1445;5;147;150;Ezbana;x
1446;47;150;23;Bozudur;x
1447;89;153;115;Ozcalar;x
1448;131;156;24;Daxakti;x
1449;173;159;152;Nodael;x
1450;5;162;25;Suasgi;x
1451;47;165;153;Apapidon;x
1452;89;168;26;Kagoja;x
1453;131;171;114;Ragaret;x
1454;173;174;27;Abodarim;x
1455;5;177;115;Bavana;x
1456;47;180;28;Lirew;x
1457;89;183;156;Qileuta;x
1458;131;186;29;Wevalla;x
1459;173;189;157;Kegeid;x
1460;5;192;30;Sali;x
1461;47;195;158;Qilidon;x
1462;89;198;31;Negoti;x
1463;131;201;159;Tapita;x
1464;173;204;32;Lazcadon;x
1465;5;207;160;Avitri;x
1466;47;210;33;Qevalla;x
1467;89;0;161;Ciseid;x
1468;131;3;34;Kazaton;x
1469;173;6;162;Koptar;x
1470;5;9;35;Timoti;x
1471;47;12;163;Wuryamal;x
1472;89;15;36;Lavaton;x
1473;131;18;164;Kanoti;x
1474;173;21;37;Bahitri;x
1475;5;24;165;Emevush;x
1476;47;27;38;Kageuta;x
1477;89;30;166;Sodeuta;x
1478;131;33;39;Lahank;x
1479;173;36;167;Qavar;x
1480;5;39;40;Ascedros;x
1481;47;42;168;Mopellez;x
1482;89;45;41;Arivirek;x
1483;131;48;169;Ravaret;x
1484;173;15;42;Usvice;x
1485;5;14;170;Badari;x
1486;47;57;43;Rodoti;x
1487;89;60;171;Daveid;x
1488;131;63;44;Nivush;x
1489;173;66;172;Sirgon;x
1490;5;69;45;Adunery;x
1491;47;72;173;Helbida;x
1492;89;75;46;Dapeid;x
1493;131;78;174;Wuisush;x
1494;173;81;47;Nagarim;x
1495;5;84;175;Turena;x
1496;47;87;48;Duatti;x
1497;89;90;176;Waxidon;x
1498;131;93;49;Keta;x
1499;173;96;177;Laharet;x
1500;169;144;47;Kimush;x
1501;47;102;178;Fregacy;x
1502;89;105;15;Bazakti;x
1503;131;108;179;Esceta;x
1504;173;111;52;Woja;x
1505;5;114;180;Qahitri;x
1506;47;117;53;Kodeta;x
1507;89;120;181;Zaveid;x
1508;131;123;14;Lagita;x
1509;173;126;182;Cirzen;x
1510;5;129;15;Kodakti;x
1511;47;132;183;Hebrat;x
1512;89;135;56;Disama;x
1513;131;138;184;Ratoti;x
1514;173;141;57;Aboden;x
1515;5;144;85;Rostov;x
1516;47;147;58;Juatri;x
1517;89;150;186;Tevama;x
1518;131;153;59;Mafgos;x
1519;173;156;187;Bavyamal;x
1520;5;159;60;Tavaret;x
1521;47;162;188;Ebzin;x
1522;89;165;61;Nevalla;x
1523;131;168;189;Kanush;x
1524;173;171;62;Kogeborg;x
1525;193;113;2;Tavoti;x
1526;47;177;63;Kivaton;x
1527;89;180;191;Qanama;x
1528;131;183;64;Zuisush;x
1529;173;186;12;Qazoti;x
1530;5;189;65;Udirek;x
1531;255;192;193;Nahena;x
1532;89;195;66;Obanis;x
1533;131;198;19;Jartalos;x
1534;173;201;67;Gemonde;x
1535;5;204;195;Bromile;x
1536;47;207;68;Keini;x
1537;89;210;196;Semaud;x
1538;131;0;69;Bemeran;x
1539;173;3;197;Kolonne;x
1540;5;6;70;Kidon;x
1541;47;9;198;Bamish;x
1542;89;12;71;Hazdul;x
1543;130;15;199;Fokar;x
1544;172;18;72;Japis;x
1545;6;21;200;Amaharet;x
1546;47;24;73;Akosidon;x
1547;89;27;201;Bosoja;x
1548;131;30;74;Ruart;x
1549;173;33;202;Abroi;x
1550;5;36;75;Lagovmas;x
1551;47;39;203;Tuatri;x
1552;89;42;76;Dorman;x
1553;131;45;204;Mumenid;x
1554;173;48;77;Suadn;x
1555;5;15;205;Ravali;x
1556;47;14;78;Giedon;x
1557;89;57;206;Amazidon;x
1558;131;60;79;Ascoja;x
1559;173;63;207;Hanaret;x
1560;5;66;80;Ryavana;x
1561;47;69;208;Savush;x
1562;89;72;81;Kagarim;x
1563;131;75;209;Wattubes;x
1564;173;78;82;Tyaotana;x
1565;5;81;210;Razcakti;x
1566;47;84;83;Sinapo;x
1567;89;87;211;Nuisar;x
1568;131;90;84;Pantu;x
1569;173;93;212;Osdubar;x
1570;5;96;85;Kacelat;x
1571;47;99;213;Eram;x
1572;89;102;86;Tajama;x
1573;131;105;214;Zobuna;x
1574;173;108;87;Ceyrus;x
1575;5;111;215;Buddefor;x
1576;47;114;88;Fursy;x
1577;89;117;216;Tesga;x
1578;131;120;89;Kuisama;x
1579;173;123;217;Fisari;x
1580;5;126;90;Paggute;x
1581;47;129;218;Qodaton;x
1582;89;132;91;Xib;x
1583;131;135;219;Rajud;x
1584;173;138;92;Dovathin;x
1585;5;141;220;Qimice;x
1586;47;144;93;Murar;x
1587;89;147;221;Nodena;x
1588;131;150;94;Athinor;x
1589;173;153;222;Syublen;x
1590;5;156;95;Koovec;x
1591;47;159;223;Vittesanis;x
1592;89;162;96;Ehavita;x
1593;131;165;224;Waetho;x
1594;173;168;97;Kurgan;x
1595;5;171;225;Oskian;x
1596;47;174;98;Virory;x
1597;89;177;226;Jitufuji;x
1598;131;180;99;Breifne;x
1599;173;183;17;Ulster;x
1600;5;186;0;Ormond;x
1601;45;153;128;Casdiel;x
1602;87;156;1;Flamorgan;x
1603;129;159;129;Dyfed;x
1604;171;162;2;Surrey;x
1605;3;165;130;Caithness;x
1606;45;168;3;Jogray;x
1607;87;1;3;Darrick;x
1608;129;174;4;Lunbar;x
1609;171;7;12;Torthumberland;x
1610;3;180;5;Zincoln;x
1611;45;83;13;Perby;x
1612;87;186;6;Bowys;x
1613;129;189;134;Arwick;x
1614;171;32;37;Worfolk;x
1615;3;195;135;Yrtois;x
1616;45;198;8;Houlogne;x
1617;87;201;136;Elrezurg;x
1618;249;242;2;Gamiens;x
1619;171;207;137;Kasnabruck;x
1620;3;210;10;Nortain;x
1621;45;0;138;Mornouaille;x
1622;87;3;11;Shartres;x
1623;129;6;139;Lake Vojostu;x
1624;171;9;12;Vodnu;x
1625;3;12;140;Camiens;x
1626;45;15;13;Pedgal;x
1627;87;18;141;Gontaj;x
1628;129;21;14;Durjom;x
1629;171;24;142;Lake Kofral;x
1630;3;27;15;Rezdu;x
1631;45;30;143;Semfis;x
1632;87;33;16;Dinthago;x
1633;129;36;144;Yarucena;x
1634;171;39;17;Monzell;x
1635;3;42;145;Tair;x
1636;45;45;18;Lihevob;x
1637;87;48;146;Dogan;x
1638;129;51;19;Emahar;x
1639;171;54;147;Civael;x
1640;3;57;20;Roida;x
1641;45;60;148;Ejucis;x
1642;87;63;21;Gorsun;x
1643;129;66;149;Kortitza;x
1644;171;69;22;Stislav;x
1645;3;72;150;Ruis;x
1646;45;75;23;Nezdona;x
1647;87;78;151;Jordva;x
1648;129;81;24;Cashli;x
1649;171;84;152;Onjikala;x
1650;3;87;25;Koblat;x
1651;45;90;153;Bozron;x
1652;87;93;26;Timpala;x
1653;129;96;154;Eppu;x
1654;171;99;27;Cirsola;x
1655;3;102;155;Imursen;x
1656;46;105;28;Hroldeven;x
1657;88;108;156;Awtor;x
1658;128;111;29;Kaltun;x
1659;171;114;157;Gottegar;x
1660;3;117;30;Vuldat;x
1661;45;120;158;Mdanis;x
1662;88;123;31;Toeweddir;x
1663;129;126;159;Luir;x
1664;171;129;32;Pejv;x
1665;3;132;160;Zebberan;x
1666;45;135;33;Wenard;x
1667;87;138;161;Ekolold;x
1668;129;141;34;edokima;x
1669;171;144;162;konavid;x
1670;3;147;35;wusiek;x
1671;89;126;211;taiselg;x
1672;4;42;200;ronise;x
1673;129;153;99;waruala;x
1674;170;57;157;sunoini;x
1675;126;6;164;wudal;x
1676;87;141;26;reenita;x
1677;90;36;151;qeman;x
1678;1;153;205;tibana;x
1679;169;114;192;nosyose;x
1680;128;18;14;rerian;x
1681;89;189;186;qalasa;x
1682;72;147;178;tamana;x
1683;45;156;193;bandiur;x
1684;48;75;193;karen;x
1685;130;75;99;keuneem;x
1686;44;21;138;ruyius;x
1687;129;87;159;Midzia;x
1688;126;186;194;Lerusta;x
1689;5;102;165;Haanok;x
1690;127;168;159;ryuyihu;x
1691;173;36;67;Seroo;x
1692;169;102;88;tartiz;x
1693;4;123;80;romez;x
1694;84;159;196;lamiyuan;x
